"scientificname" "station" "measurementvalue" "decimallatitude" "decimallongitude" "year" "month" "worms_id" "depth" "measurementunit" "taxonrank"
"TARA_AON_82_MAG_00278" "050" 0.00019385434710456 -21.4966 56.9011 2010 5 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "051" 9.57962884359599e-05 -21.5043 54.3563 2010 5 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "052" 2.42123899330165e-05 -16.957 53.9801 2010 5 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "053" 0.00026759307900588 -13.0833 46.971 2010 5 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "054" 0.0124257851220724 -12.807 45.2247 2010 5 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "057" 0.002504865587414 -17.0248 42.7401 2010 6 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "058" 0.00088809830282144 -17.4174 42.2547 2010 6 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "062" 0.00032920846504571 -22.3368 40.3412 2010 7 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "064" 0.00067716744975386 -29.5019 37.9889 2010 7 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "065" 0.00238921810333 -35.1728 26.2868 2010 7 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "066" 0.00263900258227084 -34.9449 17.9189 2010 7 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "067" 0.00791526692950916 -32.2401 17.7103 2010 9 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "068" 3.34974362105287e-05 -31.0266 4.665 2010 9 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "070" 1.3103279122444e-05 -20.4091 -3.1759 2010 9 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "071" 2.45867850229253e-05 -9.3 -9.5587 2010 9 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "072" 0.00011755505977547 -8.7789 -17.9099 2010 10 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "076" 0.00016416424691052 -20.9354 -35.1803 2010 10 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "078" 0.00117718049773824 -30.1367 -43.2899 2010 11 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "080" 0.00871544605802185 -40.6511 -52.182 2010 11 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "081" 9.89621657270668e-05 -44.5342 -52.455 2010 12 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "082" 1.89874877271845e-05 -47.1863 -58.2902 2010 12 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "083" 1.92118320699471e-05 -54.3739 -65.1342 2010 12 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "084" 3.31735375284651e-06 -60.2287 -60.6476 2011 1 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "085" 4.90315329319048e-06 -62.0385 -49.529 2011 1 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "086" 0 -64.3595 -53.0063 2011 1 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "087" 2.97660512391612e-06 -63.8768 -56.0916 2011 1 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "088" 6.65649432408584e-06 -63.4015 -56.7938 2011 1 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "089" 3.06131860724499e-05 -57.7338 -67.1084 2011 1 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "090" 2.3075597776402e-05 -39.6466 -76.9634 2011 2 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "091" 7.63408087936806e-05 -34.161 -73.0995 2011 2 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "092" 8.90933557829088e-06 -33.6895 -71.998 2011 2 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "093" 9.84318788579268e-05 -34.0614 -73.1066 2011 3 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "094" 3.94680012436254e-05 -32.7971 -87.0693 2011 3 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "095" 5.29278297915581e-05 -31.4328 -93.9583 2011 3 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "096" 0.00023793745766279 -29.7238 -101.1604 2011 3 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "097" 0.00011725481848594 -28.1698 -107.3833 2011 3 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "098" 0.00015394869839351 -25.8051 -111.7202 2011 4 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "099" 0.00012839644819535 -21.146 -104.787 2011 4 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "100" 4.11440698987052e-05 -13.0023 -95.9759 2011 4 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "102" 5.58005166041163e-05 -5.2529 -85.1545 2011 4 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "106" 3.3815910851844e-05 -0.0283 -84.5862 2011 5 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "109" 2.82247342152693e-05 1.9928 -84.5766 2011 5 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "110" 2.59438482434152e-05 -2.0133 -84.589 2011 5 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "111" 8.19601721871957e-05 -16.9601 -100.6335 2011 5 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "112" 7.1717731050983e-05 -23.2811 -129.3947 2011 6 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "113" 0.0145069647946122 -23.1108 -134.9327 2011 6 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "114" 0.0101361542364149 -23.1595 -134.9236 2011 6 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "115" 0.0123487276386683 -23.2317 -134.9611 2011 6 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "116" 0.0163995732466039 -23.2329 -134.9606 2011 6 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "117" 0.0338610336201373 -23.1571 -135.018 2011 7 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "118" 0.0314974141929538 -23.1571 -135.018 2011 7 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "119" 0.00933795859883501 -23.0244 -134.9228 2011 7 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "120" 0.00736203534742029 -23.0242 -134.9232 2011 7 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "121" 8.08626717724136e-05 -23.073 -135.018 2011 7 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "122" 3.95040278099974e-05 -8.9971 -139.1963 2011 7 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "123" 0.00337298276638173 -8.9068 -140.283 2011 7 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "124" 0.00058178863187528 -9.1504 -140.5216 2011 8 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "125" 2.36986109543678e-05 -8.9111 -142.5571 2011 8 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "126" 3.69529807330579e-05 -11.9873 -151.05 2011 8 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "127" 2.89949375822631e-05 -6.6499 -152.4243 2011 8 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "128" 1.78573870772132e-05 3e-04 -153.6759 2011 9 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "129" 4.58511794000109e-05 6.671 -153.0658 2011 9 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "130" 2.34965851471151e-05 11.2723 -152.3711 2011 9 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "131" 0.0001487554026533 22.7598 -157.9568 2011 9 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "132" 0.00014929178887767 31.5213 -158.9958 2011 10 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "133" 5.64373543765389e-05 35.2698 -127.7268 2011 10 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "134" 0.00113527629470561 32.7526 -122.0013 2011 10 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "135" 0.00020366236401049 32.931 -121.8645 2011 10 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "136" 3.72657303480872e-05 17.0854 -118.8913 2011 11 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "137" 3.3083638223825e-05 14.2035 -116.6261 2011 12 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "138" 3.72326696774036e-05 6.3332 -102.9432 2011 12 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "139" 5.4914652248241e-05 6.4998 -94.9527 2011 12 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "140" 0.004792972833703 7.4122 -79.3017 2011 12 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "141" 0.0398580589233728 9.8481 -80.0454 2011 12 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "142" 0.00014822848695175 25.6236 -88.45 2012 1 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "143" 0.00012418069652769 29.6394 -79.5395 2012 1 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "144" 0.00074713880655006 36.4121 -72.9289 2012 1 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "145" 0.0020969584960455 39.2305 -70.0377 2012 2 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "146" 0.00322603017021934 34.6712 -71.3093 2012 2 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "147" 0.0106050809585208 33.061 -66.5435 2012 2 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "148" 0.0171738063873827 31.6948 -64.2489 2012 2 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "149" 0.0029349327506572 34.0964 -49.8906 2012 2 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "150" 4.09602259516339e-05 35.9346 -37.3032 2012 3 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "151" 0.00303642356228297 36.1375 -28.935 2012 3 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "152" 5.758633728952e-05 43.6792 -16.8344 2012 3 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "155" 0.00010415533774489 54.5305 -16.9377 2013 5 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "158" 1.72779645395597e-05 67.1675 0.2177 2013 6 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "163" 4.04944324406277e-07 76.102 2.0707 2013 6 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "168" 9.99088156799597e-05 72.5491 44.0681 2013 7 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "173" 4.43054516917094e-06 78.9564 79.4201 2013 7 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "175" 1.64602130676044e-07 79.2026 66.4827 2013 7 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "178" 2.93029915204597e-05 77.1604 73.2057 2013 7 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "180" 3.1821247768047e-05 74.8283 76.2096 2013 7 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "188" 4.72727020834138e-07 78.2518 91.8557 2013 8 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "189" 1.33379455291469e-06 77.9028 117.1545 2013 8 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "191" 0 71.5948 160.9381 2013 9 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "193" 7.6775071189585e-05 71.0704 174.9917 2013 9 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "194" 0.00010619651587334 73.3833 -168.1333 2013 9 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "196" 2.56257561800674e-05 71.8895 -154.9101 2013 9 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "201" 1.00324945940309e-05 NA NA NA NA "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "205" 0.00016931557172338 72.4693 -71.892 2013 10 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "206" 2.60394492329078e-06 70.9618 -53.603 2013 10 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "208" 3.06231970487006e-05 69.1136 -51.5086 2013 10 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "209" 5.58448788128168e-06 64.7127 -53.0106 2013 10 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
"TARA_AON_82_MAG_00278" "210" 4.8419036670806e-05 61.5442 -55.9865 2013 10 "TARA_AON_82_MAG_00278" 1 "Omics proportion read, normalize by sequencing depth and length of genes, summed by MAGs" "MAG"
